"","X","species","biome","system","Country.list","Class","lengthyear","Decimal.Latitude","Decimal.Longitude","id","n","intercept","slope","intercept_se","slope_se","intercept_p","slope_p","Red.List.status"
"5317",5317,"Mephitis mephitis","Temperate grasslands savannas and shrublands","Terrestrial","United States","Mammalia",9,48.10611,-95.22806,3435,8,272.745556598752,-0.137161012913138,105.814074807189,0.053159489898275,0.0327386663495714,0.0326072282712391,"LC"
"5318",5318,"Mephitis mephitis","Temperate grasslands savannas and shrublands","Terrestrial","United States","Mammalia",9,45.33611,-94.40472,3438,8,186.589456564415,-0.0937717707612856,111.883547921245,0.0562087070773924,0.133929500111794,0.133815009046135,"LC"
"5319",5319,"Mephitis mephitis","Temperate grasslands savannas and shrublands","Terrestrial","United States","Mammalia",9,43.77278,-91.80944,3441,8,-13.7899745114783,0.0069668649107944,134.041786350207,0.0673406916841127,0.920591773096198,0.920146794006509,"LC"
"5320",5320,"Mephitis mephitis","Temperate broadleaf and mixed forests","Terrestrial","United States","Mammalia",9,47.955,-94.78639,3436,8,419.918617484731,-0.210901345725617,73.1348820086841,0.0367419270870762,0.000433099520218512,0.000433909371631589,"LC"
"5321",5321,"Mephitis mephitis","Temperate broadleaf and mixed forests","Terrestrial","United States","Mammalia",9,47.73167,-93.62833,3439,8,155.855759830874,-0.0783221987315045,113.333556971299,0.056937171051483,0.206348536724976,0.206231069647789,"LC"
"5322",5322,"Mephitis mephitis","Temperate broadleaf and mixed forests","Terrestrial","United States","Mammalia",9,46.11639,-93.14583,3443,8,-50.9479500891281,0.0256684491978617,156.800616086698,0.0787744048425757,0.753574318393678,0.752899508647653,"LC"
"5323",5323,"Mephitis mephitis","Temperate broadleaf and mixed forests","Terrestrial","United States","Mammalia",9,47.31667,-92.5475,3437,8,-61.6823140495965,0.0309274563820067,153.082598185118,0.0769065253998756,0.697549559151291,0.698108807649395,"LC"
"5324",5324,"Mephitis mephitis","Temperate coniferous forests","Terrestrial","Canada","Mammalia",5,58.45,-111.06667,4556,4,253.482142857155,-0.128571428571435,319.426320244012,0.161939772125069,0.471872076581849,0.471668316550832,"LC"
"5325",5325,"Mephitis mephitis","Temperate grasslands savannas and shrublands","Terrestrial","United States","Mammalia",9,47.71667,-96.55,3440,8,97.3412084920969,-0.0489203411359051,163.089439683192,0.081933820591936,0.567105550030075,0.566969787210203,"LC"
"5326",5326,"Mephitis mephitis","Temperate grasslands savannas and shrublands","Terrestrial","United States","Mammalia",9,44.44694,-96.29611,3442,8,-63.1884848484658,0.0319191919191824,149.900782703,0.0753080264451006,0.684462447314046,0.682842774640527,"LC"
"5327",5327,"Mergellus albellus","Temperate coastal rivers","Freshwater","Turkey","Aves",35,40.15,28.58333,7118,10,47.1950363847147,-0.0241012067713283,24.9052272540948,0.0125191589829838,0.0873415908874187,0.0830989779735949,"LC"
"5328",5328,"Mergellus albellus","Polar freshwaters","Freshwater","Norway","Aves",9,69.14694,29.21528,2509,8,-246.864357864333,0.123232323232311,104.511491403487,0.0522426311822275,0.0458093480660563,0.0460410826986564,"LC"
"5329",5329,"Mergus merganser","Temperate coastal rivers","Freshwater","United States, Canada","Aves",41,48.99722,-97.22917,2904,40,77.4012168111715,-0.0391327688193826,7.56805512001834,0.00380201698564399,1.00587541184598e-12,8.35108898728869e-13,"LC"
"5330",5330,"Mergus merganser","Polar freshwaters","Freshwater","Denmark, Norway, Sweden, Germany, Poland","Aves",28,56,18,1309,27,-96.5584314576992,0.0483990410956304,20.3014041246297,0.0102118834701937,5.86429265239087e-05,6.13450909393993e-05,"LC"
"5331",5331,"Mergus merganser","Temperate coastal rivers","Freshwater","Canada","Aves",44,52.941847,-73.107078,14733,43,-64.0534241583272,0.0320036629009803,5.3294818427683,0.00267538583273525,2.44916277333616e-15,2.86498215935174e-15,"LC"
"5332",5332,"Mergus merganser","Temperate coastal rivers","Freshwater","Spain, Morocco, Algeria, Tunisia, France","Aves",23,39.82278,5.97639,7166,22,-71.7372581066303,0.0359208295825208,23.9846092076477,0.0120494670568262,0.00673401313938791,0.00688940805870778,"LC"
"5333",5333,"Mergus merganser","Large lakes","Freshwater","Canada","Aves",44,55.443204,-97.404876,14729,43,1.16413519940997,-0.000740795982797599,10.4256775689515,0.0052336626500542,0.911612293862315,0.888100910524947,"LC"
"5334",5334,"Mergus merganser","Polar freshwaters","Freshwater","Canada","Aves",37,63.748366,-136.036766,18109,36,-95.5512385682273,0.0476558751042429,7.09184160886736,0.00355386345814478,1.24688430094347e-15,1.43890939041396e-15,"LC"
"5335",5335,"Mergus merganser","Polar freshwaters","Freshwater","Russian Federation","Aves",6,67,32.6,8440,5,-469.637026239078,0.234693877551026,199.871212874933,0.0999855491942927,0.0655847354510154,0.065782273193435,"LC"
"5336",5336,"Mergus merganser","Temperate coastal rivers","Freshwater","Canada","Aves",44,45.290147,-62.735984,14731,43,-67.3543336175051,0.0337595907928389,5.26858323691577,0.00264481489316966,3.03846433389603e-16,3.20317877832576e-16,"LC"
"5337",5337,"Mergus merganser","Temperate coastal rivers","Freshwater","Canada","Aves",44,53.003392,-60.79843,18108,43,72.4557751427319,-0.03645147123408,5.74560545269812,0.0028842787877199,4.8449132157844e-16,4.50033201435618e-16,"LC"
"5338",5338,"Mergus merganser","Temperate upland rivers","Freshwater","Austria, Czech Republic, Estonia, Hungary, Poland","Aves",28,48.76972,13.83417,1310,27,-44.9804242771723,0.0226621786946136,20.2833339035863,0.0102027939022779,0.0351866250332335,0.0349165004622403,"LC"
"5339",5339,"Mergus merganser","Polar freshwaters","Freshwater","Norway","Aves",9,69.14694,29.21528,2510,8,120.599043062207,-0.060287081339716,144.705986089986,0.0723348347596874,0.428794069011628,0.428774272745304,"LC"
"5340",5340,"Mergus merganser","Temperate coastal rivers","Freshwater","Canada","Aves",44,46.666605,-66.291594,14730,43,-77.7700268757895,0.0389217744324881,2.53944012999639,0.00127479224947367,7.79432126606406e-31,8.8336769623561e-31,"LC"
"5341",5341,"Mergus merganser","Polar freshwaters","Freshwater","Norway","Aves",24,60.77944,11.08972,2512,18,118.227942668136,-0.0595898566703416,19.364044174587,0.00974407105162697,9.0858248659731e-06,8.90365548927123e-06,"LC"
"5342",5342,"Mergus merganser","Temperate coastal rivers","Freshwater","Canada","Aves",44,51.433288,-87.125633,14732,43,-78.7140096618359,0.0393775462499166,3.44162590941607,0.00172768713193393,1.07540747596276e-25,1.23440783390182e-25,"LC"
"5343",5343,"Mergus merganser","Temperate coastal rivers","Freshwater","Canada","Aves",44,52.2,-105.75,1064,43,-23.0180242320908,0.0113035728125243,9.99434218063585,0.00501713342242903,0.0261734927764118,0.0294158796461362,"LC"
"5344",5344,"Mergus merganser","Temperate floodplain rivers and wetlands","Freshwater","Canada","Aves",42,55.142948,-114.807219,14727,41,-9.40445640966913,0.00442100001041471,8.68425371239495,0.00436167003046804,0.28516647463906,0.31671693692503,"LC"
"5345",5345,"Mergus merganser","Temperate floodplain rivers and wetlands","Freshwater","France, United Kingdom, Norway, Germany, Iceland","Aves",28,51.79,2.76167,1308,27,15.9155885297926,-0.00820371986936904,20.0968015547409,0.0101089655838948,0.435294991057391,0.424158725030179,"LC"
"5346",5346,"Mergus merganser","Polar freshwaters","Freshwater","Norway","Aves",12,63.45,10.95,2511,11,-216.449328449326,0.108669108669107,70.9659001168876,0.0356075138248747,0.0110465733967972,0.0110108836892945,"LC"
"5347",5347,"Mergus merganser","Temperate coastal rivers","Freshwater","Canada","Aves",44,56.159482,-125.441985,14728,43,89.3420937059383,-0.04486512724499,1.9501859370257,0.000978988198298834,3.93496821597237e-38,3.8775841853373e-38,"LC"
"5348",5348,"Mergus serrator","Temperate coastal rivers","Freshwater","Canada","Aves",44,51.433288,-87.125633,14737,43,4.78255280073465,-0.00275482093663913,8.54909063484488,0.00429162095716103,0.578775891867917,0.524341106381606,"LC"
"5349",5349,"Mergus serrator","Temperate coastal rivers","Freshwater","Canada","Aves",28,46.666605,-66.291594,18110,27,-21.7257799671593,0.0106732348111659,16.4490639320711,0.00822446000232537,0.197657001300914,0.205353788982468,"LC"
"5350",5350,"Mergus serrator","Temperate coastal rivers","Freshwater","Korea, Republic Of","Aves",11,34.839731,127.850418,12470,10,-210.368180194259,0.104560070154942,70.2642463132609,0.0350182618121396,0.0134821518903754,0.0136697582505034,"LC"
"5351",5351,"Mergus serrator","Temperate coastal rivers","Freshwater","Canada","Aves",11,49.4825,-124.067222,12245,10,57.6493681756983,-0.028892160471115,111.714382539327,0.0557039227341281,0.617041743777779,0.615270961338406,"LC"
"5352",5352,"Mergus serrator","Polar freshwaters","Freshwater","Finland","Aves",10,64.83333,25.4,1313,7,-159.809928443649,0.0809481216457961,100.718677788804,0.0509623185029955,0.156602627649429,0.156221037831733,"LC"
"5353",5353,"Mergus serrator","Temperate coastal rivers","Freshwater","Ukraine","Aves",15,45.9,33.51667,7342,14,153.892474048443,-0.0773356401384083,52.0138773620452,0.0261309911473476,0.0103662105145935,0.0103486546049218,"LC"
"5354",5354,"Mergus serrator","Unknown","Marine","Netherlands","Aves",34,52.09575,5.581563,12609,31,-52.791840959211,0.0264607851699818,14.5365446867184,0.00729182085530452,0.00100487175399184,0.00101261675815227,"LC"
"5355",5355,"Mergus serrator","Unknown","Marine","Estonia","Aves",21,59.433333,24.75,12624,20,16.9405517850505,-0.00875888343918908,28.3752368031129,0.014205303471193,0.557193741806382,0.544459009623414,"LC"
"5356",5356,"Mergus serrator","Polar freshwaters","Freshwater","Denmark, Norway, Sweden, Germany, Poland","Aves",28,56,18,1315,27,-70.4316629414135,0.0353305887524179,21.2060933292743,0.0106669544927622,0.00257791623865128,0.00263829821344064,"LC"
"5357",5357,"Mergus serrator","Temperate floodplain rivers and wetlands","Freshwater","Spain","Aves",34,40.71028,0.84417,7194,28,-12.352404193587,0.00582241251002447,12.6493652920152,0.00634819624153674,0.337167073309704,0.366883402616536,"LC"
"5358",5358,"Mergus serrator","Temperate coastal rivers","Freshwater","Canada","Aves",44,60.108611,-113.6425,14734,43,54.4406205348031,-0.0275158195550113,5.98574630712284,0.00300482886345768,1.41606821047718e-11,1.16481886030182e-11,"LC"
"5359",5359,"Mergus serrator","Temperate coastal rivers","Freshwater","Canada","Aves",44,45.290147,-62.735984,14736,43,60.8433858031113,-0.0306982872200264,4.77260037354284,0.00239583280352281,3.34331536787152e-16,2.81112373111342e-16,"LC"
"5360",5360,"Mergus serrator","Temperate floodplain rivers and wetlands","Freshwater","Germany","Aves",9,54.14139,11.74972,1748,8,394.855353535352,-0.197979797979797,89.6947717594015,0.0449484734874285,0.00228000574356152,0.00227275686139128,"LC"
"5361",5361,"Mergus serrator","Polar freshwaters","Freshwater","Norway","Aves",9,69.14694,29.21528,2661,8,-238.01847041844,0.118903318903303,131.16420037338,0.0655656411787623,0.107124062937727,0.107314366845682,"LC"
"5362",5362,"Mergus serrator","Polar freshwaters","Freshwater","Russian Federation","Aves",28,67.14333,31.91194,8439,5,161.096913854348,-0.0810822478784274,19.0135041071663,0.00956540035834336,0.000376227651023333,0.000375420590571085,"LC"
"5363",5363,"Mergus serrator","Temperate floodplain rivers and wetlands","Freshwater","Spain, France, Italy, Morocco, Tunisia","Aves",23,39.82278,5.97639,1316,22,-68.1760052573677,0.0341288599059749,24.0574197122546,0.0120860458382046,0.00966128447546064,0.00988532237099171,"LC"
"5364",5364,"Mergus serrator","Temperate coastal rivers","Freshwater","Canada","Aves",37,53.003392,-60.79843,14735,36,92.4387582629069,-0.0463971473259399,5.04051434619098,0.00252590240069442,7.55954379875796e-20,7.17485013026301e-20,"LC"
"5365",5365,"Mergus serrator","Temperate floodplain rivers and wetlands","Freshwater","France, United Kingdom, Norway, Germany, Iceland","Aves",28,51.79,2.76167,1314,27,-103.304033739468,0.0519867452087267,15.5061514811799,0.00779980591612737,3.77154011912255e-07,3.74255760131195e-07,"LC"
"5366",5366,"Mergus serrator","Temperate floodplain rivers and wetlands","Freshwater","Denmark","Aves",20,55.88333,8.23333,1750,14,23.1501385251812,-0.0117272002732552,52.6486677408003,0.0265507299409157,0.666858905682943,0.665459060484385,"LC"
"5367",5367,"Mergus serrator","Temperate coastal rivers","Freshwater","Canada","Aves",43,52.941847,-73.107078,14738,42,6.62422423787763,-0.00360544681624951,10.2304139319178,0.00513435692656049,0.520830209129142,0.486415829130274,"LC"
"5368",5368,"Mergus serrator","Polar freshwaters","Freshwater","Finland","Aves",9,65,25.11667,1312,7,-120.772222222222,0.0611111111111111,157.916254470292,0.0799305253885453,0.46939148999723,0.469522019736113,"LC"
"5369",5369,"Mergus serrator","Polar freshwaters","Freshwater","Canada","Aves",41,63.748366,-136.036766,14739,40,94.9602565548815,-0.0476937229798329,3.26060330274549,0.00163558717515538,1.50973226464184e-28,1.43916399641974e-28,"LC"
"5370",5370,"Mergus serrator","Temperate floodplain rivers and wetlands","Freshwater","Germany","Aves",17,54,10.5,1747,16,-189.937374395739,0.0952148172288292,26.945989572113,0.0135372509636206,2.75055748584442e-06,2.82498901052761e-06,"LC"
"5371",5371,"Mergus serrator","Unknown","Marine","Ireland","Aves",6,53,-8,12612,5,111.433990147733,-0.055911330049236,253.26684900392,0.126760121179651,0.678315349320635,0.677574891525788,"LC"
"5372",5372,"Mergus serrator","Unknown","Marine","United Kingdom","Aves",5,57.75,-3.5,12608,4,530.004813108038,-0.265130568356374,292.614981895914,0.146270869915895,0.144333976387779,0.144111048673435,"LC"
"5373",5373,"Merlangius merlangus","Unknown","Marine","Ireland, United Kingdom, France","Actinopterygii",28,49.53861,-10.31167,1492,27,-27.02411901341,0.0133575191570881,24.8463645181832,0.0124479690596851,0.286364431534068,0.292738030946377,"LC"
"5374",5374,"Merlangius merlangus","Unknown","Marine","United Kingdom, Ireland","Actinopterygii",20,53.66667,-5,1496,19,72.8333278366586,-0.0369289769941805,31.3369412132199,0.0158106937265256,0.0313553194118275,0.0306219573644494,"LC"
"5375",5375,"Merlangius merlangus","Unknown","Marine","United Kingdom, Ireland","Actinopterygii",22,57,-8,1494,21,91.9247529644302,-0.0464920948616617,30.9187320003381,0.015607551070737,0.00725369811335691,0.00715982149463547,"LC"
"5376",5376,"Merlangius merlangus","Unknown","Marine","United Kingdom, Netherlands, Germany, Norway, Denmark","Actinopterygii",23,55.63472,2.86417,4658,22,-53.911811915372,0.0270130073467421,29.1840687404055,0.0147281810054944,0.0781962488860595,0.0802014715430188,"LC"
"5377",5377,"Merlangius merlangus","Unknown","Marine","United Kingdom, Ireland","Actinopterygii",9,51,-5,1491,8,-241.64910411622,0.121425112417847,124.91759281335,0.0628831926682268,0.0891040585234383,0.0895874371614841,"LC"
"5378",5378,"Merlangius merlangus","Unknown","Marine","Turkey, Ukraine, Bulgaria, Romania","Actinopterygii",22,43,31,1498,21,116.54355830592,-0.0587599642281473,33.4786932206897,0.016891274333892,0.00222936497851582,0.00224205691921005,"LC"
"5379",5379,"Merlangius merlangus","Unknown","Marine","United Kingdom, Norway, Denmark, Germany, Netherlands","Actinopterygii",21,55,4,1497,20,79.9690692301783,-0.0405110967558269,36.4625835748745,0.0184107025971283,0.0402840729282673,0.0396953995409768,"LC"
"5380",5380,"Merlangius merlangus","Unknown","Marine","United Kingdom, France, Germany, Norway, Denmark","Actinopterygii",38,55.73333,2.71667,2328,37,74.5876416820675,-0.0375982950943507,8.23609559225993,0.00414075603026859,6.36789414106006e-11,5.9497502110968e-11,"LC"
"5381",5381,"Merlangius merlangus","Tropical coral","Marine","Italy, Croatia","Actinopterygii",12,45.21892,12.530437,17452,11,-147.511252702691,0.073573783828795,86.6195123849492,0.0433096804006002,0.116624390991151,0.117430634108616,"LC"
"5382",5382,"Merlangius merlangus","Unknown","Marine","United Kingdom, France","Actinopterygii",14,50,0,1495,13,274.448804885578,-0.138455473098324,36.6209233165404,0.01846739102202,4.53651884317749e-06,4.51724713157219e-06,"LC"
"5383",5383,"Merlangius merlangus","Unknown","Marine","Turkey, Georgia, Ukraine","Actinopterygii",23,43,38,1493,22,98.4352797418308,-0.049739213986572,37.110124633358,0.0187187381688718,0.0145444845385207,0.0143937096812354,"LC"
"5384",5384,"Merluccius albidus","Unknown","Marine","Canada","Actinopterygii",24,42.866877,-61.181309,18091,23,-19.9937804406649,0.00980092771550058,33.8709759824285,0.0170891785097162,0.560750275370289,0.571860806085248,"LC"
"5385",5385,"Merluccius bilinearis","Unknown","Marine","United States","Actinopterygii",17,38,-73,1499,16,239.595968098637,-0.121218077874436,35.721479789802,0.0180547672358994,5.03410393439944e-06,4.97512104208953e-06,"NT"
"5386",5386,"Merluccius bilinearis","Unknown","Marine","Canada","Actinopterygii",30,43.71972,-62.06444,1473,29,-13.4911753040719,0.00666975145425699,19.2572756806695,0.00970129984356347,0.489151157474806,0.497222894481179,"NT"
"5387",5387,"Merluccius bilinearis","Unknown","Marine","Canada","Actinopterygii",33,43.71972,-62.06444,1502,32,-10.3874127832948,0.00508785332314726,16.2666806518648,0.00818851360580597,0.527647011992519,0.538777153153664,"NT"
"5388",5388,"Merluccius bilinearis","Unknown","Marine","United States","Actinopterygii",17,40.4,-67.5,1501,16,192.458890767608,-0.0974162736198893,38.9908233681834,0.0197071970251802,0.000148931901672571,0.000146784211797894,"NT"
"5389",5389,"Merluccius bilinearis","Unknown","Marine","United States","Actinopterygii",35,38.71667,-73.91667,8590,34,30.1110722215538,-0.015310575650519,12.6081414128209,0.00634363229770803,0.0226282718060795,0.0213345321376762,"NT"
"5390",5390,"Merluccius bilinearis","Unknown","Marine","Canada","Actinopterygii",39,44,-63.08333,4507,38,-4.44541869918704,0.00208536585365856,11.8597605266258,0.00596107610048746,0.709869242675212,0.728397478700556,"NT"
